queue_rank,class_rank,variable_id,class_id,class_label,semantic_folder,value_type,grain,amsterdam_status_bucket,amsterdam_phase,priority_tier,amsterdam_already_public_covered_audit,current_public_card_amsterdam_status,execution_queue,execution_queue_label,build_status,dependency_status,review_status,owner_approval_status,mapping_artifact_status,mapping_approval_status,runtime_status,has_validation_report,has_reproducibility_report,mapping_spec_path,amsterdam_runtime_dirs,queue_reason,next_action,audit_rationale,dictionary_hit_count,dictionary_hit_tables
0,1,std_lactate_bg,class1_event_level_numeric,Class 1: event-level numeric primary-source,laboratory,numeric measurement,event-level measurement,same_name_ready,already_public_covered,0_already_covered,True,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,built_runtime_repro_pass,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,reviewed_approved_public_mapping_lock,reviewed_approved,amsterdam_runtime_and_rerun_repro_present,True,True,docs/standard_system_mvp/std_lactate_bg/mapping_spec_amsterdamumcdb_1_0_2.json,docs/standard_system_mvp/std_lactate_bg/runtime/amsterdamumcdb_1_0_2_first_real_execution;docs/standard_system_mvp/std_lactate_bg/runtime/amsterdamumcdb_1_0_2_rerun_repro_check,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,Already public-covered for Amsterdam under current governed evidence.,9,drugitems:1;listitems:3;numericitems:5
0,1,std_map,class1_event_level_numeric,Class 1: event-level numeric primary-source,vital_signs,numeric measurement,event-level measurement,same_name_ready,already_public_covered,0_already_covered,True,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,built_runtime_repro_pass,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,reviewed_approved_public_mapping_lock,reviewed_approved,amsterdam_runtime_and_rerun_repro_present,True,True,docs/standard_system_mvp/std_map/mapping_spec_amsterdamumcdb_1_0_2.json,docs/standard_system_mvp/std_map/runtime/amsterdamumcdb_1_0_2_first_real_execution;docs/standard_system_mvp/std_map/runtime/amsterdamumcdb_1_0_2_rerun_repro_check,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,Already public-covered for Amsterdam under current governed evidence.,4,numericitems:4
0,1,std_paco2,class1_event_level_numeric,Class 1: event-level numeric primary-source,laboratory,numeric measurement,event-level measurement,same_name_ready,already_public_covered,0_already_covered,True,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,built_runtime_repro_pass,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,reviewed_approved_public_mapping_lock,reviewed_approved,amsterdam_runtime_and_rerun_repro_present,True,True,docs/standard_system_mvp/std_paco2/mapping_spec_amsterdamumcdb_1_0_2.json,docs/standard_system_mvp/std_paco2/runtime/amsterdamumcdb_1_0_2_first_real_execution;docs/standard_system_mvp/std_paco2/runtime/amsterdamumcdb_1_0_2_rerun_repro_check,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,Already public-covered for Amsterdam under current governed evidence.,6,numericitems:6
0,1,std_pao2,class1_event_level_numeric,Class 1: event-level numeric primary-source,laboratory,numeric measurement,event-level measurement,same_name_ready,already_public_covered,0_already_covered,True,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,built_runtime_repro_pass,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,reviewed_approved_public_mapping_lock,reviewed_approved,amsterdam_runtime_and_rerun_repro_present,True,True,docs/standard_system_mvp/std_pao2/mapping_spec_amsterdamumcdb_1_0_2.json,docs/standard_system_mvp/std_pao2/runtime/amsterdamumcdb_1_0_2_first_real_execution;docs/standard_system_mvp/std_pao2/runtime/amsterdamumcdb_1_0_2_rerun_repro_check,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,Already public-covered for Amsterdam under current governed evidence.,7,numericitems:7
0,1,std_ph_bg,class1_event_level_numeric,Class 1: event-level numeric primary-source,laboratory,numeric measurement,event-level measurement,same_name_ready,already_public_covered,0_already_covered,True,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,not_built,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,,,no_amsterdam_runtime,False,False,,,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,Already public-covered for Amsterdam under current governed evidence.,2,numericitems:2
0,1,std_platelet_count,class1_event_level_numeric,Class 1: event-level numeric primary-source,laboratory,numeric measurement,event-level measurement,same_name_ready,already_public_covered,0_already_covered,True,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,built_runtime_repro_pass,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,reviewed_approved_public_mapping_lock,reviewed_approved,amsterdam_runtime_and_rerun_repro_present,True,True,docs/standard_system_mvp/std_platelet_count/mapping_spec_amsterdamumcdb_1_0_2.json,docs/standard_system_mvp/std_platelet_count/runtime/amsterdamumcdb_1_0_2_first_real_execution;docs/standard_system_mvp/std_platelet_count/runtime/amsterdamumcdb_1_0_2_rerun_repro_check,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,Already public-covered for Amsterdam under current governed evidence.,9,drugitems:1;freetextitems:1;numericitems:7
0,1,std_potassium,class1_event_level_numeric,Class 1: event-level numeric primary-source,laboratory,numeric measurement,event-level measurement,same_name_ready,already_public_covered,0_already_covered,True,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,built_runtime_repro_pass,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,reviewed_approved_public_mapping_lock,reviewed_approved,amsterdam_runtime_and_rerun_repro_present,True,True,docs/standard_system_mvp/std_potassium/mapping_spec_amsterdamumcdb_1_0_2.json,docs/standard_system_mvp/std_potassium/runtime/amsterdamumcdb_1_0_2_first_real_execution;docs/standard_system_mvp/std_potassium/runtime/amsterdamumcdb_1_0_2_rerun_repro_check,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,Already public-covered for Amsterdam under current governed evidence.,24,drugitems:9;numericitems:15
0,1,std_respiratory_rate,class1_event_level_numeric,Class 1: event-level numeric primary-source,vital_signs,numeric measurement,event-level measurement,same_name_ready,already_public_covered,0_already_covered,True,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,built_runtime_repro_pass,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,reviewed_approved_public_mapping_lock,reviewed_approved,amsterdam_runtime_and_rerun_repro_present,True,True,docs/standard_system_mvp/std_respiratory_rate/mapping_spec_amsterdamumcdb_1_0_2.json,docs/standard_system_mvp/std_respiratory_rate/runtime/amsterdamumcdb_1_0_2_first_real_execution;docs/standard_system_mvp/std_respiratory_rate/runtime/amsterdamumcdb_1_0_2_rerun_repro_check,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,Already public-covered for Amsterdam under current governed evidence.,18,numericitems:18
0,1,std_sbp,class1_event_level_numeric,Class 1: event-level numeric primary-source,vital_signs,numeric measurement,event-level measurement,same_name_ready,already_public_covered,0_already_covered,True,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,built_runtime_repro_pass,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,reviewed_approved_public_mapping_lock,reviewed_approved,amsterdam_runtime_and_rerun_repro_present,True,True,docs/standard_system_mvp/std_sbp/mapping_spec_amsterdamumcdb_1_0_2.json,docs/standard_system_mvp/std_sbp/runtime/amsterdamumcdb_1_0_2_first_real_execution;docs/standard_system_mvp/std_sbp/runtime/amsterdamumcdb_1_0_2_rerun_repro_check,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,Already public-covered for Amsterdam under current governed evidence.,7,numericitems:7
0,1,std_sodium,class1_event_level_numeric,Class 1: event-level numeric primary-source,laboratory,numeric measurement,event-level measurement,same_name_ready,already_public_covered,0_already_covered,True,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,built_runtime_repro_pass,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,reviewed_approved_public_mapping_lock,reviewed_approved,amsterdam_runtime_and_rerun_repro_present,True,True,docs/standard_system_mvp/std_sodium/mapping_spec_amsterdamumcdb_1_0_2.json,docs/standard_system_mvp/std_sodium/runtime/amsterdamumcdb_1_0_2_first_real_execution;docs/standard_system_mvp/std_sodium/runtime/amsterdamumcdb_1_0_2_rerun_repro_check,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,Already public-covered for Amsterdam under current governed evidence.,33,drugitems:17;numericitems:16
0,1,std_spo2,class1_event_level_numeric,Class 1: event-level numeric primary-source,vital_signs,numeric measurement,event-level measurement,same_name_ready,already_public_covered,0_already_covered,True,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,built_runtime_repro_pass,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,reviewed_approved_public_mapping_lock,reviewed_approved,amsterdam_runtime_and_rerun_repro_present,True,True,docs/standard_system_mvp/std_spo2/mapping_spec_amsterdamumcdb_1_0_2.json,docs/standard_system_mvp/std_spo2/runtime/amsterdamumcdb_1_0_2_first_real_execution;docs/standard_system_mvp/std_spo2/runtime/amsterdamumcdb_1_0_2_rerun_repro_check,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,Already public-covered for Amsterdam under current governed evidence.,4,numericitems:4
0,1,std_temp,class1_event_level_numeric,Class 1: event-level numeric primary-source,vital_signs,numeric measurement,event-level measurement,same_name_ready,already_public_covered,0_already_covered,True,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,built_runtime_repro_pass,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,reviewed_approved_public_mapping_lock,reviewed_approved,amsterdam_runtime_and_rerun_repro_present,True,True,docs/standard_system_mvp/std_temp/mapping_spec_amsterdamumcdb_1_0_2.json,docs/standard_system_mvp/std_temp/runtime/amsterdamumcdb_1_0_2_first_real_execution;docs/standard_system_mvp/std_temp/runtime/amsterdamumcdb_1_0_2_rerun_repro_check,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,Already public-covered for Amsterdam under current governed evidence.,51,drugitems:1;listitems:24;numericitems:24;procedureorderitems:2
0,1,std_wbc_count,class1_event_level_numeric,Class 1: event-level numeric primary-source,laboratory,numeric measurement,event-level measurement,same_name_ready,already_public_covered,0_already_covered,True,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,built_runtime_repro_pass,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,reviewed_approved_public_mapping_lock,reviewed_approved,amsterdam_runtime_and_rerun_repro_present,True,True,docs/standard_system_mvp/std_wbc_count/mapping_spec_amsterdamumcdb_1_0_2.json,docs/standard_system_mvp/std_wbc_count/runtime/amsterdamumcdb_1_0_2_first_real_execution;docs/standard_system_mvp/std_wbc_count/runtime/amsterdamumcdb_1_0_2_rerun_repro_check,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,Already public-covered for Amsterdam under current governed evidence.,2,numericitems:2
0,1,std_weight_event,class1_event_level_numeric,Class 1: event-level numeric primary-source,anthropometrics,numeric measurement,event-level measurement,same_name_ready,already_public_covered,0_already_covered,True,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,not_built,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,,,no_amsterdam_runtime,False,False,,,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,Already public-covered for Amsterdam under current governed evidence.,10,drugitems:3;numericitems:7
0,1,std_amylase,class1_event_level_numeric,Class 1: event-level numeric primary-source,laboratory,numeric measurement,event-level measurement,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,9_not_in_ready_batch,False,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,built_runtime_repro_pass,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,reviewed_approved_public_mapping_lock,reviewed_approved,amsterdam_runtime_and_rerun_repro_present,True,True,docs/standard_system_mvp/std_amylase/mapping_spec_amsterdamumcdb_1_0_2.json,docs/standard_system_mvp/std_amylase/runtime/amsterdamumcdb_1_0_2_q4_class1_wave1_first_candidate_execution;docs/standard_system_mvp/std_amylase/runtime/amsterdamumcdb_1_0_2_q4_class1_wave1_rerun_repro_check,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",8,numericitems:8
0,1,std_anion_gap,class1_event_level_numeric,Class 1: event-level numeric primary-source,laboratory,numeric measurement,event-level measurement,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,9_not_in_ready_batch,False,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,built_runtime_repro_pass,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,reviewed_approved_public_mapping_lock,reviewed_approved,amsterdam_runtime_and_rerun_repro_present,True,True,docs/standard_system_mvp/std_anion_gap/mapping_spec_amsterdamumcdb_1_0_2.json,docs/standard_system_mvp/std_anion_gap/runtime/amsterdamumcdb_1_0_2_q4_class1_wave1_first_candidate_execution;docs/standard_system_mvp/std_anion_gap/runtime/amsterdamumcdb_1_0_2_q4_class1_wave1_rerun_repro_check,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",1,numericitems:1
0,1,std_ferritin,class1_event_level_numeric,Class 1: event-level numeric primary-source,laboratory,numeric measurement,event-level measurement,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,9_not_in_ready_batch,False,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,built_runtime_repro_pass,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,reviewed_approved_public_mapping_lock,reviewed_approved,amsterdam_runtime_and_rerun_repro_present,True,True,docs/standard_system_mvp/std_ferritin/mapping_spec_amsterdamumcdb_1_0_2.json,docs/standard_system_mvp/std_ferritin/runtime/amsterdamumcdb_1_0_2_q4_class1_wave1_first_candidate_execution;docs/standard_system_mvp/std_ferritin/runtime/amsterdamumcdb_1_0_2_q4_class1_wave1_rerun_repro_check,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",2,numericitems:2
0,1,std_haptoglobin,class1_event_level_numeric,Class 1: event-level numeric primary-source,laboratory,numeric measurement,event-level measurement,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,9_not_in_ready_batch,False,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,built_runtime_repro_pass,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,reviewed_approved_public_mapping_lock,reviewed_approved,amsterdam_runtime_and_rerun_repro_present,True,True,docs/standard_system_mvp/std_haptoglobin/mapping_spec_amsterdamumcdb_1_0_2.json,docs/standard_system_mvp/std_haptoglobin/runtime/amsterdamumcdb_1_0_2_q4_class1_wave1_first_candidate_execution;docs/standard_system_mvp/std_haptoglobin/runtime/amsterdamumcdb_1_0_2_q4_class1_wave1_rerun_repro_check,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",1,numericitems:1
0,1,std_lipase,class1_event_level_numeric,Class 1: event-level numeric primary-source,laboratory,numeric measurement,event-level measurement,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,9_not_in_ready_batch,False,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,built_runtime_repro_pass,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,reviewed_approved_public_mapping_lock,reviewed_approved,amsterdam_runtime_and_rerun_repro_present,True,True,docs/standard_system_mvp/std_lipase/mapping_spec_amsterdamumcdb_1_0_2.json,docs/standard_system_mvp/std_lipase/runtime/amsterdamumcdb_1_0_2_q4_class1_wave1_first_candidate_execution;docs/standard_system_mvp/std_lipase/runtime/amsterdamumcdb_1_0_2_q4_class1_wave1_rerun_repro_check,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",5,numericitems:5
0,1,std_magnesium,class1_event_level_numeric,Class 1: event-level numeric primary-source,laboratory,numeric measurement,event-level measurement,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,9_not_in_ready_batch,False,reviewed_approved,Q0_already_public_covered,Already public-covered; no new build needed in this campaign,built_runtime_repro_pass,not_applicable_or_already_resolved,prior_public_covered_or_reviewed,owner_approved_or_preexisting_public_covered,reviewed_approved_public_mapping_lock,reviewed_approved,amsterdam_runtime_and_rerun_repro_present,True,True,docs/standard_system_mvp/std_magnesium/mapping_spec_amsterdamumcdb_1_0_2.json,docs/standard_system_mvp/std_magnesium/runtime/amsterdamumcdb_1_0_2_q4_class1_wave1_first_candidate_execution;docs/standard_system_mvp/std_magnesium/runtime/amsterdamumcdb_1_0_2_q4_class1_wave1_rerun_repro_check,Already public-covered in Amsterdam under the current public audit/card surface.,no new build in this campaign; retain as upstream evidence when semantically appropriate,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",12,drugitems:5;numericitems:7
